iter	Logloss
210	0.3956192657
211	0.3947454409
212	0.3936777258
213	0.3926643351
214	0.3918389239
215	0.3910794499
216	0.3902919032
217	0.3894140526
218	0.3885073385
219	0.3873836694
220	0.386227573
221	0.3851620035
222	0.3843624676
223	0.3833623381
224	0.3826232058
225	0.3817276345
226	0.3804716633
227	0.3795664116
228	0.3785530011
229	0.3779793672
230	0.3769178383
231	0.375880161
232	0.3748844105
233	0.374070635
234	0.3733190204
235	0.37252621
236	0.3716599063
237	0.3705577305
238	0.3699006113
239	0.3690362083
240	0.3680882924
241	0.3668292475
242	0.3659756211
243	0.3653599008
244	0.3646597435
245	0.3638911467
246	0.363154318
247	0.3623194785
248	0.3614462273
249	0.3606610835
250	0.3597804908
251	0.3588682244
252	0.3578888919
253	0.3569194776
254	0.3561660624
255	0.3554537222
256	0.3544201804
257	0.3535500486
258	0.3527574182
259	0.3518484109
260	0.3508907898
261	0.3502509602
262	0.3492887671
263	0.3484154128
264	0.3475058032
265	0.3469307066
266	0.3458237138
267	0.3450194287
268	0.3436152327
269	0.3429538345
270	0.3419435385
271	0.3416814235
272	0.3409097226
273	0.3404898016
274	0.3395989645
275	0.3390634476
276	0.3384371521
277	0.3375867427
278	0.3368487117
279	0.3360529138
280	0.3355494981
281	0.3349229366
282	0.3344336309
283	0.3336081175
284	0.3330742691
285	0.3324299092
286	0.3316165783
287	0.3311033037
288	0.3302395797
289	0.3294540701
290	0.3288056235
291	0.3281375646
292	0.3272696259
293	0.3263328975
294	0.3254821265
295	0.3248808131
296	0.3240523525
297	0.323197184
298	0.3224904227
299	0.3219571068
300	0.3211451047
301	0.3204845963
302	0.3197123273
303	0.3188050278
304	0.3176852224
305	0.3170843034
306	0.3161263864
307	0.3153241026
308	0.3145524134
309	0.3139210737
310	0.3133797918
311	0.3127120839
312	0.3120895477
313	0.3114560931
314	0.3110477011
315	0.3104145176
316	0.3097469034
317	0.3091185865
318	0.3084977391
319	0.3076083329
320	0.3067362179
321	0.3060506151
322	0.3053869852
323	0.3048539003
324	0.3044546819
325	0.3037406487
326	0.3028668336
327	0.3022870027
328	0.3015140977
329	0.3009516901
330	0.3002203775
331	0.2997575147
332	0.2992000756
333	0.2986345605
334	0.2979267916
335	0.2972456934
336	0.2964032251
337	0.2959346085
338	0.2951972492
339	0.2946516603
340	0.2939962243
341	0.2933929525
342	0.29280423
343	0.2923406745
344	0.2919031201
345	0.2913410464
346	0.2906877647
347	0.2900684699
348	0.2894821802
349	0.2888636773
350	0.2881097605
351	0.2875496518
352	0.2867088143
353	0.286233949
354	0.2857428819
355	0.28523997
356	0.2845510054
357	0.2839524226
358	0.2835771755
359	0.2831683031
360	0.2828058757
361	0.2821801162
362	0.2815203657
363	0.2809145547
364	0.2802781663
365	0.2799003514
366	0.2792263574
367	0.2785676931
368	0.2780708129
369	0.277678117
370	0.277058899
371	0.2765395522
372	0.2760393825
373	0.275384201
374	0.2749312406
375	0.2743779582
376	0.2734906989
377	0.2728193414
378	0.2721594196
379	0.2716395531
380	0.271095269
381	0.2707084672
382	0.2702737862
383	0.2697340595
384	0.26900583
385	0.2684768213
386	0.2679721293
387	0.2674546185
388	0.2668883504
389	0.2664867
390	0.2659184268
391	0.2654365209
392	0.2647689748
393	0.2641886892
394	0.2635913144
395	0.2632227089
396	0.2626845229
397	0.2621639871
398	0.2615493026
399	0.2607476152
400	0.2601439394
401	0.2593284555
402	0.2587742607
403	0.2583753529
404	0.2579091434
405	0.2575067297
406	0.2569216994
407	0.2562559612
408	0.2556748012
409	0.2550464876
410	0.2546572662
411	0.2541170197
412	0.2536287653
413	0.2532011029
414	0.2526223042
415	0.2522971579
416	0.251862375
417	0.2512536386
418	0.250799133
419	0.2501591691
420	0.2499340661
421	0.249534415
422	0.2488321368
423	0.24839296
424	0.2479560214
425	0.2475342958
426	0.2469077381
427	0.2465587976
428	0.2459539167
429	0.2454323073
430	0.2450504383
431	0.244500897
432	0.2440519041
433	0.2436883855
434	0.2430834325
435	0.2426863766
436	0.2423913693
437	0.2419861334
438	0.2414051136
439	0.2409997702
440	0.2404629069
441	0.2399524511
442	0.2394609059
443	0.2391823565
444	0.2387392254
445	0.2383250539
446	0.237891973
447	0.2373867611
448	0.2369846302
449	0.2366868895
450	0.2363145465
451	0.2358496011
452	0.2355126305
453	0.235047958
454	0.2346457778
455	0.2342033259
456	0.2339108067
457	0.23336265
458	0.2328505783
459	0.2323539975
460	0.231815746
461	0.231293485
462	0.230934006
463	0.2305225638
464	0.2300983479
465	0.2297080136
466	0.2290809517
467	0.2287586073
468	0.2283639629
469	0.2277678908
470	0.2273106936
471	0.2270587687
472	0.2266527867
473	0.2262681405
474	0.2258538302
475	0.2255580123
476	0.2252150703
477	0.2248469468
478	0.2244738897
479	0.2240382437
480	0.2236547064
481	0.2233187829
482	0.2229653675
483	0.2224524411
484	0.2219876898
485	0.2216118949
486	0.2211217841
487	0.2207259599
488	0.2203870475
489	0.2199105946
490	0.2196011275
491	0.2190633555
492	0.2186543614
493	0.2180981607
494	0.2177866135
495	0.2175558594
496	0.2171896253
497	0.2168316892
498	0.2163862943
499	0.2159716646
500	0.2153371333
501	0.2149155942
502	0.2145636827
503	0.2142891315
504	0.2137744868
505	0.2133933427
506	0.2130671267
507	0.2126709905
508	0.212218821
509	0.2118114564
510	0.2114621683
511	0.2111102717
512	0.210803335
513	0.2103384076
514	0.2099901469
515	0.2096318005
516	0.2091444605
517	0.2088056607
518	0.2084959159
519	0.2081434133
520	0.2078172261
521	0.2073765658
522	0.2069131605
523	0.2066030269
524	0.2061470212
525	0.2056779224
526	0.2053898461
527	0.2050253292
528	0.2045487138
529	0.2042381903
530	0.2039688216
531	0.2035840352
532	0.2031482319
533	0.2028380289
534	0.202405579
535	0.2021254095
536	0.2018074952
537	0.2015184778
538	0.20113328
539	0.2007234442
540	0.2003315858
541	0.1999644882
542	0.1995971044
543	0.1993723772
544	0.1989075624
545	0.1985949864
546	0.1981366745
547	0.1976533105
548	0.1972808726
549	0.1970391126
550	0.1967433285
551	0.1965242386
552	0.1961747027
553	0.1959169137
554	0.1957262015
555	0.1954189293
556	0.1950524949
557	0.1945245276
558	0.1941941859
559	0.1940018089
560	0.1937395288
561	0.1934440334
562	0.193107988
563	0.1927229552
564	0.1923944286
565	0.1920260312
566	0.1917375075
567	0.1914538032
568	0.1911566652
569	0.1908880028
570	0.1906429572
571	0.1903413252
572	0.1899653546
573	0.1896453069
574	0.1892490326
575	0.188953333
576	0.1887262772
577	0.1885027755
578	0.1882163217
579	0.1878771966
580	0.1876568511
581	0.1872606148
582	0.1868454479
583	0.1865544918
584	0.1862394779
585	0.1858886317
586	0.1854996213
587	0.1851449392
588	0.184895848
589	0.1846063413
590	0.1843530476
591	0.1841672457
592	0.1839580907
593	0.1836305286
594	0.1833404043
595	0.1829623197
596	0.1826668028
597	0.1823731886
598	0.1820950603
599	0.1818071175
600	0.1815999971
601	0.1812944772
602	0.1810192059
603	0.1806829759
604	0.1803212302
605	0.1800092822
606	0.1796309284
607	0.179240277
608	0.1789264409
609	0.178622452
610	0.1783648743
611	0.1780618882
612	0.1776778562
613	0.1773378194
614	0.1769795605
615	0.1766824344
616	0.1763863986
617	0.176179127
618	0.1759673285
619	0.175599523
620	0.1753849974
621	0.1750779235
622	0.1748477415
623	0.1745902906
624	0.1741667053
625	0.1738703705
626	0.1736743334
627	0.1732679337
628	0.1729994212
629	0.1727281137
630	0.1725263411
631	0.1721398671
632	0.171948029
633	0.1716894186
634	0.1713957404
635	0.1711657707
636	0.1709174759
637	0.1706266469
638	0.170322713
639	0.1699670605
640	0.1697246534
641	0.1695209947
642	0.1693372183
643	0.168973646
644	0.168804978
645	0.1684921665
646	0.1682275571
647	0.1679242285
648	0.1676739768
649	0.1673297358
650	0.1670151167
651	0.1667918961
652	0.1665002076
653	0.1662165841
654	0.1659118666
655	0.1657267202
656	0.1655439061
657	0.1653483039
658	0.165191605
659	0.1649602647
660	0.1647709248
661	0.1645509713
662	0.1642738529
663	0.1640508717
664	0.1638601579
665	0.1636569652
666	0.1634170897
667	0.1631780418
668	0.1629996159
669	0.1628490307
670	0.1626333545
671	0.1623372542
672	0.162011532
673	0.1616670744
674	0.161458663
675	0.1611903097
676	0.1609573172
677	0.1607556862
678	0.1605745044
679	0.1604050994
680	0.1601583204
681	0.1597689629
682	0.1594945311
683	0.1592143314
684	0.1589668676
685	0.1587605848
686	0.1585404639
687	0.1583003975
688	0.1580661792
689	0.1577632627
690	0.1575417417
691	0.1573414715
692	0.1571008361
693	0.1569079431
694	0.1566728403
695	0.1563348985
696	0.1561103384
697	0.1558902277
698	0.1556522697
699	0.1554113352
700	0.1551358113
701	0.154909748
702	0.1546198386
703	0.1544213098
704	0.1542458451
705	0.1539915879
706	0.1537194356
707	0.1535056298
708	0.1531848383
709	0.1529431684
710	0.1527542961
711	0.1525075716
712	0.1522880217
713	0.1519973552
714	0.1517320202
715	0.1515287518
716	0.1513267417
717	0.151127682
718	0.1509558715
719	0.1507276624
720	0.1505064791
721	0.1502866588
722	0.1501031009
723	0.1497929868
724	0.1496330735
725	0.1494045852
726	0.1492067223
727	0.1489701305
728	0.1486804425
729	0.148362457
730	0.1481510285
731	0.1480080024
732	0.1477469455
733	0.1475860931
734	0.1475061059
735	0.1472548583
736	0.1470371894
737	0.146754675
738	0.1465538278
739	0.1463133267
740	0.1460996396
741	0.1458730714
742	0.1457179963
743	0.1455144423
744	0.1453565094
745	0.1451246566
746	0.1449052259
747	0.1447306571
748	0.1445493465
749	0.1443862143
750	0.1441808899
751	0.1438797363
752	0.1436860358
753	0.1435409207
754	0.1433769998
755	0.1431716984
756	0.1429365054
757	0.1427603267
758	0.14246637
759	0.1423338592
760	0.1420151915
761	0.1417854486
762	0.1416583941
763	0.1414715532
764	0.141291933
765	0.141131187
766	0.1409228267
767	0.140707155
768	0.1404785346
769	0.1402290544
770	0.1400881316
771	0.1399655842
772	0.1397531358
773	0.1395761996
774	0.1393752003
775	0.1392207225
776	0.1390070839
777	0.138837791
778	0.1386659234
779	0.138392241
780	0.1381686491
781	0.1379541665
782	0.1378372174
783	0.1376996774
784	0.1375209633
785	0.1373051121
786	0.1370699178
787	0.1368593332
788	0.1367106161
789	0.1365494671
790	0.1363485774
791	0.1361249616
792	0.1359718846
793	0.1358074985
794	0.135583815
795	0.1354206586
796	0.1352603686
797	0.1351079973
798	0.1348543081
799	0.1346224164
800	0.1344498546
801	0.1342320554
802	0.1340029262
803	0.1338787397
804	0.1336869973
805	0.1334927235
806	0.1333341944
807	0.1331444961
808	0.1329812763
809	0.132680913
810	0.1324246372
811	0.1323080888
812	0.1321266804
813	0.1319309729
814	0.1317577031
815	0.1314784345
816	0.1313120094
817	0.1311373996
818	0.1309861704
819	0.1308767615
820	0.1306820348
821	0.1304853644
822	0.1303064048
823	0.1301100519
824	0.1299459453
825	0.129757195
826	0.1295471743
827	0.1292994708
828	0.1289975586
829	0.1288490966
830	0.1286080873
831	0.1284172785
832	0.128272259
833	0.1281240616
834	0.1278725823
835	0.127524808
836	0.1273619185
837	0.1271544218
838	0.1269120235
839	0.1267604975
840	0.126579696
841	0.1263968416
842	0.1261659467
843	0.1260037399
844	0.1257563207
845	0.1256032081
846	0.1255381369
847	0.1253835545
848	0.1251487375
849	0.124975
850	0.1248132761
851	0.124565331
852	0.1243953933
853	0.1241901171
854	0.1239658441
855	0.1237833953
856	0.1236366685
857	0.1235113845
858	0.1232909062
859	0.1231523422
860	0.1230612247
861	0.1229242032
862	0.1227631865
863	0.1225959797
864	0.1224775556
865	0.1223445725
866	0.1222108709
867	0.1220121431
868	0.1218409883
869	0.1216860194
870	0.1215209576
871	0.1213181979
872	0.1212072035
873	0.1209641264
874	0.1208315321
875	0.120682145
876	0.1205299388
877	0.1204145257
878	0.1202576734
879	0.1201154475
880	0.1198808682
881	0.119656544
882	0.1194885587
883	0.1193045292
884	0.1191553341
885	0.1189647573
886	0.1188377062
887	0.1186857447
888	0.1185667722
889	0.1183652639
890	0.1182687184
891	0.1181490778
892	0.1180121266
893	0.1178373571
894	0.1176797726
895	0.1174648789
896	0.1172364128
897	0.1170537804
898	0.1168251366
899	0.1165370503
900	0.1164363396
901	0.1162225285
902	0.1160940732
903	0.1159227868
904	0.1157331952
905	0.1155829126
906	0.115467721
907	0.1153215757
908	0.1152090132
909	0.1150869174
910	0.1149387429
911	0.1147799693
912	0.1146820701
913	0.1145553893
914	0.1144400173
915	0.1143044819
916	0.1141624984
917	0.1140223526
918	0.1138611536
919	0.1137055364
920	0.1135154657
921	0.1133911828
922	0.1132308346
923	0.1130284993
924	0.1127773322
925	0.1125824221
926	0.1124019073
927	0.1122711676
928	0.1121221775
929	0.1119581014
930	0.1117894386
931	0.1116654833
932	0.1114525114
933	0.1113582032
934	0.111216626
935	0.1110572887
936	0.1108917023
937	0.1107869891
938	0.1106044126
939	0.1104311317
940	0.1102751761
941	0.1101322081
942	0.1099400041
943	0.109743472
944	0.1096016727
945	0.109525556
946	0.1093255085
947	0.1092007163
948	0.1090373839
949	0.1089242654
950	0.1088344811
951	0.108738515
952	0.1085946506
953	0.1084334975
954	0.1083429493
955	0.1082247009
956	0.10806119
957	0.1079413778
958	0.1078308172
959	0.1076644059
960	0.1075416452
961	0.107377448
962	0.1072341207
963	0.1070854843
964	0.106922283
965	0.1067985733
966	0.1066488156
967	0.1064848485
968	0.1063154293
969	0.1061602026
970	0.1060272132
971	0.1058158169
972	0.1056619524
973	0.1055394731
974	0.1054345738
975	0.105325158
976	0.1051792765
977	0.105024746
978	0.1049023008
979	0.1047938681
980	0.1046560905
981	0.1044531428
982	0.1043097221
983	0.1042142666
984	0.1041084963
985	0.1039312596
986	0.1038300307
987	0.1037069877
988	0.1036308359
989	0.1035278802
990	0.1034408553
991	0.1033518219
992	0.1032379426
993	0.1030885472
994	0.102936559
995	0.1027246709
996	0.1025531809
997	0.1024293673
998	0.1023327152
999	0.1021844963
